fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,B
afl,COMB_W2_D10_B448,0,11105,800,799,-1,-1,0.03%,1,9,88.62263783362556,4549,5133,88.81372312152695,3676,4139,65.1389566065334,2672,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,6950,597,596,-1,-1,0.03%,1,7,73.73855445158777,3785,5133,74.438270113554,3081,4139,53.36421257922965,2189,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,6994,594,593,-1,-1,0.03%,1,7,73.5632183908046,3776,5133,74.1241845856487,3068,4139,53.21794246708923,2183,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,4452,420,419,-1,-1,0.03%,1,6,57.393337229690246,2946,5133,58.27494563904325,2412,4139,40.98000975134081,1681,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,8147,671,670,-1,-1,0.03%,1,8,79.48568088836937,4080,5133,80.01932834017879,3312,4139,57.82545099951243,2372,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,7084,594,593,-1,-1,0.03%,1,7,73.73855445158777,3785,5133,74.51075138922445,3084,4139,53.31545587518284,2187,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,10574,777,776,-1,-1,0.03%,1,9,86.4406779661017,4437,5133,86.88088910364823,3596,4139,63.48122866894198,2604,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,9928,756,755,-1,-1,0.03%,1,8,84.94058055717903,4360,5133,85.50374486590964,3539,4139,62.28668941979522,2555,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,6521,563,562,-1,-1,0.03%,1,7,70.93317747905708,3641,5133,71.7323024885238,2969,4139,51.19453924914675,2100,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,5459,492,491,-1,-1,0.03%,1,6,64.54315215273719,3313,5133,65.28146895385359,2702,4139,46.31886884446612,1900,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,6018,536,535,-1,-1,0.03%,1,7,68.1278005065264,3497,5133,68.80889103648225,2848,4139,49.07362262311068,2013,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,8861,712,711,-1,-1,0.03%,1,7,82.31053964543152,4225,5133,82.67697511476202,3422,4139,60.11701608971234,2466,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,3599,346,345,-1,-1,0.03%,1,5,49.38632378725891,2535,5133,50.132882338729154,2075,4139,35.08044856167723,1439,4102,100,3,3,448
afl,COMB_W2_D10_B448,0,5439,490,489,-1,-1,0.03%,1,6,64.91330605883499,3332,5133,65.7163566078763,2720,4139,46.53827401267674,1909,4102,100,3,3,448
afl,COMB_W2_D10_B832,0,8000,651,650,-1,-1,0.03%,1,7,77.16734852912526,3961,5133,77.7482483691713,3218,4139,56.14334470989761,2303,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,8806,703,702,-1,-1,0.03%,1,8,81.47282291057861,4182,5133,82.04880405895145,3396,4139,59.43442223305705,2438,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,19945,977,976,-1,-1,0.03%,1,12,97.50633157997272,5005,5133,97.36651365064026,4030,4139,72.84251584592882,2988,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,14787,893,892,-1,-1,0.03%,1,10,93.49308396649133,4799,5133,93.57332689055328,3873,4139,69.30765480253534,2843,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,7296,612,611,-1,-1,0.03%,1,7,75.10227936879018,3855,5133,75.62213094950471,3130,4139,54.38810336421258,2231,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,4412,413,412,-1,-1,0.03%,1,6,58.17260861094877,2986,5133,58.73399371828945,2431,4139,41.37006338371526,1697,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,9438,736,735,-1,-1,0.03%,1,8,83.63530099357102,4293,5133,84.10244020294758,3481,4139,61.21404193076548,2511,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,29428,1007,1006,-1,-1,0.03%,1,16,99.04539255795832,5084,5133,98.71949746315536,4086,4139,74.18332520721599,3043,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,7982,655,654,-1,-1,0.03%,1,7,78.00506526397818,4004,5133,78.6663445276637,3256,4139,56.7528035104827,2328,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,28326,1011,1010,-1,-1,0.03%,1,16,99.14280148061565,5089,5133,98.7919787388258,4089,4139,74.2564602632862,3046,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,8658,696,695,-1,-1,0.03%,1,8,81.57023183323592,4187,5133,81.97632278328099,3393,4139,59.45880058508045,2439,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,11432,809,808,-1,-1,0.03%,1,9,88.73952854081433,4555,5133,89.05532737376178,3686,4139,65.33398342272062,2680,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,13963,896,895,-1,-1,0.03%,1,9,93.59049288914863,4804,5133,93.59748731577676,3874,4139,69.40516821062897,2847,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,7602,643,642,-1,-1,0.03%,1,7,75.97895967270601,3900,5133,76.49190625755014,3166,4139,55.3144807411019,2269,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,11490,809,808,-1,-1,0.03%,1,9,88.27196571205921,4531,5133,88.49963759362166,3663,4139,65.01706484641639,2667,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,13761,875,874,-1,-1,0.03%,1,9,92.57744009351256,4752,5133,92.7518724329548,3839,4139,68.50316918576304,2810,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,9546,731,730,-1,-1,0.03%,1,8,84.18079096045197,4321,5133,84.68229040831119,3505,4139,61.53096050706972,2524,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,12102,831,830,-1,-1,0.03%,1,9,89.63569062926165,4601,5133,89.82846098091326,3718,4139,66.13846903949293,2713,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,5253,481,480,-1,-1,0.03%,1,6,63.54958114163257,3262,5133,64.33921237013772,2663,4139,45.563139931740615,1869,4102,100,3,3,832
afl,COMB_W2_D10_B832,0,7571,627,626,-1,-1,0.03%,1,8,76.4660042859926,3925,5133,76.87847306112587,3182,4139,55.41199414919551,2273,4102,100,3,3,832
afl,COMB_W2_D10_B96,0,2016,205,204,-1,-1,0.03%,1,5,30.391583869082407,1560,5133,31.09446726262382,1287,4139,21.45294978059483,880,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,1564,159,158,-1,-1,0.03%,1,5,24.04052211182544,1234,5133,24.595312877506643,1018,4139,16.918576304241835,694,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,3504,340,339,-1,-1,0.03%,1,5,47.59399961036431,2443,5133,48.5624546992027,2010,4139,33.83715260848367,1388,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,1557,160,159,-1,-1,0.03%,1,4,23.06643288525229,1184,5133,23.65305629379077,979,4139,16.333495855680155,670,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,2918,290,289,-1,-1,0.03%,1,5,42.10013637249172,2161,5133,42.76395264556656,1770,4139,29.76596782057533,1221,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,5684,508,507,-1,-1,0.03%,1,6,65.98480420806546,3387,5133,66.73109446726262,2762,4139,47.41589468551926,1945,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,1578,162,161,-1,-1,0.03%,1,5,25.11202026105591,1289,5133,25.706692437786906,1064,4139,17.625548512920528,723,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,3503,339,338,-1,-1,0.03%,1,6,47.847262809273325,2456,5133,48.53829427397922,2009,4139,33.983422720624084,1394,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,5756,516,515,-1,-1,0.03%,1,6,66.72511202026105,3425,5133,67.45590722396713,2792,4139,47.976596782057534,1968,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,2952,294,293,-1,-1,0.03%,1,6,42.70407169296708,2192,5133,43.3196424257067,1793,4139,30.25353486104339,1241,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,4966,460,459,-1,-1,0.03%,1,6,60.06234171050068,3083,5133,60.93259241362649,2522,4139,43.100926377376894,1768,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,6885,600,599,-1,-1,0.03%,1,7,74.05026300409118,3801,5133,74.77651606668277,3095,4139,53.60799609946368,2199,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,7618,629,628,-1,-1,0.03%,1,7,76.6218585622443,3933,5133,77.09591688813722,3191,4139,55.558264261335935,2279,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,1507,154,153,-1,-1,0.03%,2,4,23.63140463666472,1213,5133,24.18458564870742,1001,4139,16.626036079960997,682,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,2959,288,287,-1,-1,0.03%,1,6,43.87297876485486,2252,5133,44.76926793911573,1853,4139,30.88737201365188,1267,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,3019,297,296,-1,-1,0.03%,2,5,44.04831482563803,2261,5133,44.8175887895627,1855,4139,31.106777181862505,1276,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,2040,207,206,-1,-1,0.03%,1,5,30.878628482368985,1585,5133,31.48103406619957,1303,4139,21.769868356899075,893,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,1952,198,197,-1,-1,0.03%,1,5,29.924021040327293,1536,5133,30.587098332930665,1266,4139,21.062896148220386,864,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,5034,464,463,-1,-1,0.03%,1,6,61.77673874926944,3171,5133,62.45469920270597,2585,4139,44.22233057045344,1814,4102,100,3,3,96
afl,COMB_W2_D10_B96,0,2868,285,284,-1,-1,0.03%,1,5,42.56769920124683,2185,5133,43.3196424257067,1793,4139,30.00975134080936,1231,4102,100,3,3,96
afl,COMB_W2_D10_B64,0,1035,107,106,-1,-1,0.03%,1,4,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,64
afl,COMB_W2_D10_B64,0,1035,107,106,-1,-1,0.03%,1,4,13.676212741087085,702,5133,14.109688330514617,584,4139,9.824475865431497,403,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,983,105,104,-1,-1,0.03%,1,4,13.637249172024156,700,5133,14.061367480067648,582,4139,9.77571916138469,401,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1001,106,105,-1,-1,0.03%,1,5,13.656730956555622,701,5133,14.085527905291134,583,4139,9.800097513408094,402,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1071,110,109,-1,-1,0.03%,1,5,14.085330216247808,723,5133,14.544575984537328,602,4139,10.117016089712337,415,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1035,107,106,-1,-1,0.03%,1,4,13.676212741087085,702,5133,14.109688330514617,584,4139,9.824475865431497,403,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1035,107,106,-1,-1,0.03%,1,5,13.676212741087085,702,5133,14.109688330514617,584,4139,9.824475865431497,403,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1042,107,106,-1,-1,0.03%,1,4,13.676212741087085,702,5133,14.109688330514617,584,4139,9.824475865431497,403,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1001,106,105,-1,-1,0.03%,1,4,13.656730956555622,701,5133,14.085527905291134,583,4139,9.800097513408094,402,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1035,107,106,-1,-1,0.03%,1,5,13.676212741087085,702,5133,14.109688330514617,584,4139,9.824475865431497,403,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1007,106,105,-1,-1,0.03%,1,4,13.656730956555622,701,5133,14.085527905291134,583,4139,9.800097513408094,402,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1053,108,107,-1,-1,0.03%,1,5,13.851548801870251,711,5133,14.278811307079003,591,4139,9.946367625548511,408,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1007,106,105,-1,-1,0.03%,1,5,13.656730956555622,701,5133,14.085527905291134,583,4139,9.800097513408094,402,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1035,107,106,-1,-1,0.03%,1,4,13.676212741087085,702,5133,14.109688330514617,584,4139,9.824475865431497,403,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1046,108,107,-1,-1,0.03%,1,5,13.851548801870251,711,5133,14.278811307079003,591,4139,9.946367625548511,408,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1035,107,106,-1,-1,0.03%,1,4,13.676212741087085,702,5133,14.109688330514617,584,4139,9.824475865431497,403,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1035,107,106,-1,-1,0.03%,1,4,13.676212741087085,702,5133,14.109688330514617,584,4139,9.824475865431497,403,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,1035,107,106,-1,-1,0.03%,1,5,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,64
afl,COMB_W2_D10_B64,0,930,99,98,-1,-1,0.03%,1,4,13.169686343269044,676,5133,13.602319400821456,563,4139,9.410043881033642,386,4102,100,3,3,64
afl,COMB_W2_D10_B64,0,749,82,81,-1,-1,0.03%,1,5,11.74751607247224,603,5133,12.22517516308287,506,4139,8.313018039980498,341,4102,100,3,3,64
afl,COMB_W2_D10_B544,0,9151,724,723,-1,-1,0.03%,1,7,83.49892850185077,4286,5133,83.98163807683015,3476,4139,61.01901511457826,2503,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,7576,634,633,-1,-1,0.03%,1,7,77.28423923631405,3967,5133,77.67576709350085,3215,4139,56.0214529497806,2298,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,4004,383,382,-1,-1,0.03%,1,6,53.789207091369576,2761,5133,54.55424015462672,2258,4139,38.274012676743055,1570,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,3461,338,337,-1,-1,0.03%,1,6,46.9121371517631,2408,5133,47.83764194249819,1980,4139,33.37396392003901,1369,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,7846,640,639,-1,-1,0.03%,1,8,76.777712838496,3941,5133,77.24087943947814,3197,4139,55.75329107752316,2287,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,11620,810,809,-1,-1,0.03%,1,9,88.62263783362556,4549,5133,88.8620439719739,3678,4139,65.23647001462702,2676,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,4365,412,411,-1,-1,0.03%,1,6,55.89323982076758,2869,5133,56.70451799951679,2347,4139,39.90736226231107,1637,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,9295,732,731,-1,-1,0.03%,1,8,84.33664523670367,4329,5133,84.6581299830877,3504,4139,61.62847391516334,2528,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,7580,640,639,-1,-1,0.03%,1,7,77.05045782193649,3955,5133,77.77240879439478,3219,4139,55.92393954168698,2294,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,10720,787,786,-1,-1,0.03%,1,8,87.57062146892656,4495,5133,87.84730611258759,3636,4139,64.3344709897611,2639,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,11173,799,798,-1,-1,0.03%,1,8,87.59010325345801,4496,5133,87.84730611258759,3636,4139,64.45636274987811,2644,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,2584,256,255,-1,-1,0.03%,1,5,37.22969023962595,1911,5133,37.98018845131674,1572,4139,26.35299853729888,1081,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,4003,384,383,-1,-1,0.03%,1,6,52.62030001948178,2701,5133,53.51534187001691,2215,4139,37.51828376401755,1539,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,8489,694,693,-1,-1,0.03%,1,8,81.531268264173,4185,5133,82.0971249093984,3398,4139,59.38566552901023,2436,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,7191,610,609,-1,-1,0.03%,1,7,73.81648158971362,3789,5133,74.58323266489491,3087,4139,53.55923939541687,2197,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,7462,628,627,-1,-1,0.03%,1,8,75.27761542957336,3864,5133,75.96037690263348,3144,4139,54.65626523647001,2242,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,4714,450,449,-1,-1,0.03%,1,6,60.19871420222093,3090,5133,60.95675283884996,2523,4139,43.100926377376894,1768,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,16885,938,937,-1,-1,0.03%,1,11,96.00623417105008,4928,5133,95.7960860111138,3965,4139,71.42857142857143,2930,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,5993,537,536,-1,-1,0.03%,1,6,68.92655367231639,3538,5133,69.53370379318676,2878,4139,49.60994636762555,2035,4102,100,3,3,544
afl,COMB_W2_D10_B544,0,5096,465,464,-1,-1,0.03%,1,6,61.38710305864017,3151,5133,62.1164532495772,2571,4139,44.02730375426621,1806,4102,100,3,3,544
afl,COMB_W2_D10_B864,0,6736,577,576,-1,-1,0.03%,1,7,72.5112020261056,3722,5133,73.03696545059194,3023,4139,52.36470014627012,2148,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,10482,771,770,-1,-1,0.03%,1,8,86.07052406000389,4418,5133,86.470161874849,3579,4139,63.16431009263774,2591,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,21961,980,979,-1,-1,0.03%,1,13,97.62322228716152,5011,5133,97.43899492631073,4033,4139,72.94002925402243,2992,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,13492,875,874,-1,-1,0.03%,1,9,92.7138125852328,4759,5133,92.72771200773133,3838,4139,68.62506094588005,2815,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,6846,583,582,-1,-1,0.03%,1,6,72.00467562828756,3696,5133,72.57791737134573,3004,4139,52.09653827401267,2137,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,10818,773,772,-1,-1,0.03%,1,8,86.55756867329048,4443,5133,86.88088910364823,3596,4139,63.505607020965385,2605,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,22198,977,976,-1,-1,0.03%,1,13,97.66218585622444,5013,5133,97.43899492631073,4033,4139,72.94002925402243,2992,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,25699,998,997,-1,-1,0.03%,1,14,98.63627508279758,5063,5133,98.35709108480307,4071,4139,73.81764992686495,3028,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,12855,842,841,-1,-1,0.03%,1,9,90.9214884083382,4667,5133,90.91568011597003,3763,4139,67.04046806435885,2750,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,7121,608,607,-1,-1,0.03%,1,7,73.97233586596532,3797,5133,74.84899734235323,3098,4139,53.60799609946368,2199,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,21143,976,975,-1,-1,0.03%,1,12,97.74011299435028,5017,5133,97.51147620198115,4036,4139,72.98878595806923,2994,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,16126,907,906,-1,-1,0.03%,1,11,94.23339177868692,4837,5133,94.24981879681084,3901,4139,69.96587030716724,2870,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,4070,391,390,-1,-1,0.03%,1,6,53.57490746152348,2750,5133,54.2884754771684,2247,4139,38.225255972696246,1568,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,15190,905,904,-1,-1,0.03%,1,10,94.48665497759596,4850,5133,94.39478134815172,3907,4139,70.08776206728426,2875,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,8099,660,659,-1,-1,0.03%,1,7,78.70640950711085,4040,5133,79.19787388258034,3278,4139,57.24037055095076,2348,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,17297,940,939,-1,-1,0.03%,1,10,96.2010520163647,4938,5133,96.06185068857212,3976,4139,71.57484154071186,2936,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,19799,971,970,-1,-1,0.03%,1,12,97.1556594584064,4987,5133,96.97994684706453,4014,4139,72.52559726962457,2975,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,7706,651,650,-1,-1,0.03%,1,7,78.39470095460744,4024,5133,79.05291133123943,3272,4139,56.92345197464651,2335,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,30694,995,994,-1,-1,0.03%,1,16,98.4609390220144,5054,5133,98.21212853346218,4065,4139,73.67137981472453,3022,4102,100,3,3,864
afl,COMB_W2_D10_B864,0,20558,970,969,-1,-1,0.03%,2,12,97.2530683810637,4992,5133,97.07658854795844,4018,4139,72.59873232569478,2978,4102,100,3,3,864
afl,COMB_W2_D10_B320,0,2062,208,207,-1,-1,0.03%,1,5,32.06701733878823,1646,5133,32.592413626479825,1349,4139,22.549975621647977,925,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,9687,756,755,-1,-1,0.03%,1,8,85.2717708942139,4377,5133,85.55206571635661,3541,4139,62.530472940029256,2565,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,4509,431,430,-1,-1,0.03%,1,6,58.64017143970388,3010,5133,59.26552307320608,2453,4139,41.88200877620673,1718,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,7008,592,591,-1,-1,0.03%,1,6,71.38125852328074,3664,5133,71.99806716598212,2980,4139,51.80399804973184,2125,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,2460,246,245,-1,-1,0.03%,1,5,38.028443405415935,1952,5133,38.77748248369171,1605,4139,26.74305216967333,1097,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,3385,331,330,-1,-1,0.03%,1,5,48.0225988700565,2465,5133,48.63493597487316,2013,4139,34.00780107264749,1395,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,4590,437,436,-1,-1,0.03%,1,6,58.85447106954997,3021,5133,59.50712732544092,2463,4139,42.05265724037055,1725,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,7749,639,638,-1,-1,0.03%,1,7,76.11533216442626,3907,5133,76.78183136023195,3178,4139,55.3144807411019,2269,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,7848,647,646,-1,-1,0.03%,1,8,77.55698421975453,3981,5133,78.3280985745349,3242,4139,56.33837152608484,2311,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,2624,263,262,-1,-1,0.03%,1,5,39.353204753555424,2020,5133,40.009664170089394,1656,4139,27.742564602632864,1138,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,3128,305,304,-1,-1,0.03%,1,5,44.41846873173583,2280,5133,45.01087219135057,1863,4139,31.423695758166748,1289,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,11782,821,820,-1,-1,0.03%,1,8,89.0707188778492,4572,5133,89.22445035032617,3693,4139,65.67528035104827,2694,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,2640,263,262,-1,-1,0.03%,1,5,40.50263004091175,2079,5133,41.33848755738101,1711,4139,28.498293515358363,1169,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,3193,310,309,-1,-1,0.03%,1,5,44.06779661016949,2262,5133,44.890070065233154,1858,4139,31.27742564602633,1283,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,11369,801,800,-1,-1,0.03%,1,8,87.97973894408729,4516,5133,88.28219376661029,3654,4139,64.74890297415895,2656,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,2075,211,210,-1,-1,0.03%,1,5,32.72939801285798,1680,5133,33.558830635419184,1389,4139,22.98878595806924,943,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,5832,518,517,-1,-1,0.03%,1,7,66.60822131307228,3419,5133,67.33510509784972,2787,4139,47.87908337396392,1964,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,4501,420,419,-1,-1,0.03%,1,6,57.373855445158775,2945,5133,58.29910606426672,2413,4139,40.95563139931741,1680,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,2066,206,205,-1,-1,0.03%,1,5,30.58640171439704,1570,5133,31.14278811307079,1289,4139,21.550463188688447,884,4102,100,3,3,320
afl,COMB_W2_D10_B320,0,2358,235,234,-1,-1,0.03%,1,5,36.00233781414378,1848,5133,36.67552548924861,1518,4139,25.329107752315945,1039,4102,100,3,3,320
afl,COMB_W2_D10_B384,0,1543,158,157,-1,-1,0.03%,1,4,23.06643288525229,1184,5133,23.628895868567287,978,4139,16.28473915163335,668,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1577,160,159,-1,-1,0.03%,1,4,23.70933177479057,1217,5133,24.257066924377867,1004,4139,16.699171136031204,685,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1542,158,157,-1,-1,0.03%,1,4,23.650886421196184,1214,5133,24.257066924377867,1004,4139,16.6747927840078,684,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1584,161,160,-1,-1,0.03%,1,5,24.118449249951297,1238,5133,24.716115003624065,1023,4139,16.991711360312042,697,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1277,131,130,-1,-1,0.03%,1,5,17.786869277225794,913,5133,18.16863976805992,752,4139,12.676743052169671,520,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1537,156,155,-1,-1,0.03%,1,5,24.293785310734464,1247,5133,24.812756704518,1027,4139,17.064846416382252,700,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1589,163,162,-1,-1,0.03%,1,5,25.65751022793688,1317,5133,26.359023918820974,1091,4139,17.991223793271573,738,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1461,149,148,-1,-1,0.03%,1,4,21.52737190726671,1105,5133,22.010147378593864,911,4139,15.23647001462701,625,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1469,150,149,-1,-1,0.03%,1,4,22.423533995714006,1151,5133,22.952403962309734,950,4139,15.797172111165288,648,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1572,160,159,-1,-1,0.03%,1,4,24.605493863237875,1263,5133,25.102681807199804,1039,4139,17.25987323256948,708,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1533,157,156,-1,-1,0.03%,1,5,22.96902396259497,1179,5133,23.58057501812032,976,4139,16.21160409556314,665,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1576,161,160,-1,-1,0.03%,1,4,24.917202415741283,1279,5133,25.61005073689297,1060,4139,17.479278400780107,717,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1580,160,159,-1,-1,0.03%,1,4,24.00155854276252,1232,5133,24.716115003624065,1023,4139,16.918576304241835,694,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1563,161,160,-1,-1,0.03%,1,5,24.00155854276252,1232,5133,24.52283160183619,1015,4139,16.89419795221843,693,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1454,149,148,-1,-1,0.03%,1,5,22.072861874147677,1133,5133,22.61415800918096,936,4139,15.577766942954655,639,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1540,159,158,-1,-1,0.03%,1,5,22.949542178063517,1178,5133,23.55641459289684,975,4139,16.235982447586544,666,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1584,161,160,-1,-1,0.03%,1,4,24.83927527761543,1275,5133,25.344286059434644,1049,4139,17.454900048756706,716,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1579,160,159,-1,-1,0.03%,1,5,24.15741281901422,1240,5133,24.76443585407103,1025,4139,17.016089712335447,698,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1387,142,141,-1,-1,0.03%,1,5,20.96240015585428,1076,5133,21.478618023677218,889,4139,14.797659678205754,607,4102,100,3,3,384
afl,COMB_W2_D10_B384,0,1628,166,165,-1,-1,0.03%,1,5,25.209429183713222,1294,5133,25.65837158733994,1062,4139,17.747440273037544,728,4102,100,3,3,384
afl,COMB_W2_D10_B32,0,549,60,59,-1,-1,0.03%,1,4,10.150009740892266,521,5133,10.6789079487799,442,4139,7.04534373476353,289,4102,100,3,3,32
