fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,D
honggfuzz,MAGIC_D3_L3_CHAR,3006,305,-1,-1,-1,-1,-1,1,6,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
honggfuzz,MAGIC_D3_L3_CHAR,2322,305,-1,-1,-1,-1,-1,1,5,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
honggfuzz,MAGIC_D3_L3_CHAR,2722,305,-1,-1,-1,-1,-1,1,5,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
honggfuzz,MAGIC_D3_L3_CHAR,2124,305,-1,-1,-1,-1,-1,1,5,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
honggfuzz,MAGIC_D3_L3_CHAR,1789,305,-1,-1,-1,-1,-1,1,3,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
honggfuzz,MAGIC_D3_L3_CHAR,2154,304,-1,-1,-1,-1,-1,1,5,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
honggfuzz,MAGIC_D3_L3_CHAR,3715,305,-1,-1,-1,-1,-1,1,7,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
honggfuzz,MAGIC_D3_L3_CHAR,2940,305,-1,-1,-1,-1,-1,1,5,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
honggfuzz,MAGIC_D3_L3_CHAR,930,303,-1,-1,-1,-1,-1,1,2,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
honggfuzz,MAGIC_D3_L3_CHAR,1638,305,-1,-1,-1,-1,-1,1,3,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
honggfuzz,MAGIC_D3_L3_CHAR,1128,305,-1,-1,-1,-1,-1,1,2,39.58333333333333,19,48,30.107526881720432,28,93,39.285714285714285,11,28,25,2,8,3
redqueen,MAGIC_D5_L5_CHAR,17,78240,-1,-1,35,9,25.71%,1,88,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,20,69984,-1,-1,35,9,25.71%,1,79,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,38,234405,-1,-1,35,9,25.71%,1,261,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,11,37873,-1,-1,35,9,25.71%,1,43,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,24,74615,-1,-1,35,9,25.71%,1,83,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,15,36232,-1,-1,35,9,25.71%,1,41,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,18,45225,-1,-1,35,9,25.71%,1,51,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,26,115452,-1,-1,35,9,25.71%,1,128,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,17,55347,-1,-1,35,9,25.71%,1,63,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,34,232998,-1,-1,35,9,25.71%,1,259,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,23,65351,-1,-1,35,9,25.71%,1,73,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,13,66644,-1,-1,35,9,25.71%,1,76,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,40,226283,-1,-1,35,9,25.71%,1,252,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,89,329391,-1,-1,35,9,25.71%,1,365,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,42,234221,-1,-1,35,9,25.71%,1,261,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,11,45569,-1,-1,35,9,25.71%,1,52,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,25,31043,-1,-1,35,9,25.71%,1,35,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,24,47525,-1,-1,35,9,25.71%,1,54,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,15,27483,-1,-1,35,9,25.71%,1,31,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D5_L5_CHAR,16,36815,-1,-1,35,9,25.71%,1,42,44.230769230769226,23,52,32.98969072164948,32,97,46.875,15,32,25,2,8,5
redqueen,MAGIC_D6_L6_CHAR,112,960237,-1,-1,36,10,27.78%,1,1028,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,25,111609,-1,-1,36,10,27.78%,1,120,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,136,704434,-1,-1,36,10,27.78%,1,756,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,43,143108,-1,-1,36,10,27.78%,1,154,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,33,85004,-1,-1,36,10,27.78%,1,91,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,41,237866,-1,-1,36,10,27.78%,1,253,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,29,194322,-1,-1,36,10,27.78%,1,210,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,27,102406,-1,-1,36,10,27.78%,1,110,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,143,1209630,-1,-1,36,10,27.78%,1,1292,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,27,77692,-1,-1,36,10,27.78%,1,85,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,12,46111,-1,-1,36,10,27.78%,1,53,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,18,89392,-1,-1,36,10,27.78%,1,100,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,35,102141,-1,-1,36,10,27.78%,1,110,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,34,237802,-1,-1,36,10,27.78%,1,260,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,38,115501,-1,-1,36,10,27.78%,1,124,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,33,247812,-1,-1,36,10,27.78%,1,267,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,14,54425,-1,-1,36,10,27.78%,1,62,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,123,343879,-1,-1,36,9,25.00%,1,370,42.5925925925926,23,54,32.323232323232325,32,99,44.11764705882353,15,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,9,33293,-1,-1,36,10,27.78%,1,37,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D6_L6_CHAR,109,503852,-1,-1,36,10,27.78%,1,542,46.2962962962963,25,54,34.34343434343434,34,99,50.0,17,34,25,2,8,6
redqueen,MAGIC_D10_L10_CHAR,98,1131037,-1,-1,40,14,35.00%,1,1233,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,81,1062476,-1,-1,40,14,35.00%,1,1165,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,80,1360039,-1,-1,40,14,35.00%,1,1490,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,222,2048195,-1,-1,40,14,35.00%,1,2237,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,145,1675318,-1,-1,40,14,35.00%,1,1818,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,64,332407,-1,-1,40,14,35.00%,1,363,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,54,401818,-1,-1,40,14,35.00%,1,440,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,60,459638,-1,-1,40,14,35.00%,1,505,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,103,431954,-1,-1,40,14,35.00%,1,485,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,76,1136741,-1,-1,40,14,35.00%,1,1244,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,117,1084332,-1,-1,40,14,35.00%,1,1236,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,140,833094,-1,-1,40,14,35.00%,1,949,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,100,1845372,-1,-1,40,14,35.00%,1,2047,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,182,2144898,-1,-1,40,14,35.00%,1,2410,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,199,2532469,-1,-1,40,14,35.00%,1,2833,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,116,1393686,-1,-1,40,14,35.00%,1,1519,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,235,5406075,-1,-1,40,14,35.00%,1,6015,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,73,754763,-1,-1,40,14,35.00%,1,819,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,142,1741021,-1,-1,40,14,35.00%,1,1916,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D10_L10_CHAR,46,554873,-1,-1,40,14,35.00%,1,610,53.2258064516129,33,62,39.25233644859813,42,107,59.523809523809526,25,42,25,2,8,10
redqueen,MAGIC_D11_L11_CHAR,186,1808962,-1,-1,41,15,36.59%,1,1959,54.6875,35,64,40.36697247706422,44,109,61.36363636363637,27,44,25,2,8,11
redqueen,MAGIC_D4_L4_CHAR,28,46793,-1,-1,34,8,23.53%,1,53,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,78,50737,-1,-1,34,8,23.53%,1,58,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,18,24942,-1,-1,34,8,23.53%,1,29,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,62,76195,-1,-1,34,8,23.53%,1,86,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,13,15535,-1,-1,34,8,23.53%,1,19,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,23,20900,-1,-1,34,8,23.53%,1,25,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,56,83782,-1,-1,34,8,23.53%,1,94,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,21,23847,-1,-1,34,8,23.53%,1,27,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,62,113608,-1,-1,34,8,23.53%,1,127,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,82,73420,-1,-1,34,8,23.53%,1,83,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,39,27862,-1,-1,34,8,23.53%,1,32,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,86,64813,-1,-1,34,8,23.53%,1,73,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,88,60862,-1,-1,34,8,23.53%,1,68,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,27,19338,-1,-1,34,8,23.53%,1,23,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,156,116449,-1,-1,34,8,23.53%,1,130,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,23,40739,-1,-1,34,8,23.53%,1,46,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,18,15714,-1,-1,34,8,23.53%,1,19,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,25,72916,-1,-1,34,8,23.53%,1,81,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,8,9249,-1,-1,34,8,23.53%,1,12,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D4_L4_CHAR,19,23373,-1,-1,34,8,23.53%,1,28,42.0,21,50,31.57894736842105,30,95,43.333333333333336,13,30,25,2,8,4
redqueen,MAGIC_D2_L2_CHAR,14,7682,-1,-1,32,6,18.75%,1,10,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,10,6798,-1,-1,32,6,18.75%,1,9,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,7,5129,-1,-1,32,6,18.75%,1,7,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,4,3066,-1,-1,32,6,18.75%,1,5,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,6,4582,-1,-1,32,6,18.75%,1,6,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,5,2969,-1,-1,32,6,18.75%,1,4,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,1,921,-1,-1,32,6,18.75%,1,2,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,2,1327,-1,-1,32,6,18.75%,1,2,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,2,1472,-1,-1,32,6,18.75%,1,3,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,24,13771,-1,-1,32,6,18.75%,1,16,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,2,1357,-1,-1,32,6,18.75%,1,2,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,9,7675,-1,-1,32,6,18.75%,1,10,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,2,1756,-1,-1,32,6,18.75%,1,3,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,6,2882,-1,-1,32,6,18.75%,1,5,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,2,1431,-1,-1,32,6,18.75%,1,3,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,87,49229,-1,-1,32,6,18.75%,1,56,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,11,8084,-1,-1,32,6,18.75%,1,11,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,8,8035,-1,-1,32,6,18.75%,1,11,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,25,20667,-1,-1,32,6,18.75%,1,25,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D2_L2_CHAR,25,13123,-1,-1,32,6,18.75%,1,16,36.95652173913043,17,46,28.57142857142857,26,91,34.61538461538461,9,26,25,2,8,2
redqueen,MAGIC_D1_L1_CHAR,3,1189,-1,-1,31,4,12.90%,1,3,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,8,2635,-1,-1,31,4,12.90%,1,5,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,3,1153,-1,-1,31,4,12.90%,1,3,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,6,2068,-1,-1,31,4,12.90%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,4,1285,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,4,1353,-1,-1,31,4,12.90%,1,3,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,10,3171,-1,-1,31,4,12.90%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,8,2551,-1,-1,31,4,12.90%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,12,3651,-1,-1,31,4,12.90%,1,5,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,1,571,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,4,1471,-1,-1,31,4,12.90%,1,3,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,3,971,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,5,1702,-1,-1,31,4,12.90%,1,3,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,10,3116,-1,-1,31,4,12.90%,1,5,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,3,1102,-1,-1,31,4,12.90%,1,3,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,9,2989,-1,-1,31,4,12.90%,1,5,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,10,3071,-1,-1,31,4,12.90%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,3,935,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,0,196,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_CHAR,5,1668,-1,-1,31,4,12.90%,1,3,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D7_L7_CHAR,17,86538,-1,-1,37,11,29.73%,1,94,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,30,148346,-1,-1,37,11,29.73%,1,160,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,63,426832,-1,-1,37,11,29.73%,1,459,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,16,62369,-1,-1,37,11,29.73%,1,69,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,65,440760,-1,-1,37,11,29.73%,1,475,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,39,231429,-1,-1,37,11,29.73%,1,249,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,31,109535,-1,-1,37,11,29.73%,1,120,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,69,252047,-1,-1,37,11,29.73%,1,272,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,47,269753,-1,-1,37,11,29.73%,1,292,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,165,1618724,-1,-1,37,11,29.73%,1,1746,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,41,242213,-1,-1,37,11,29.73%,1,262,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,40,240043,-1,-1,37,11,29.73%,1,260,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,14,88006,-1,-1,37,11,29.73%,1,97,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,25,152845,-1,-1,37,11,29.73%,1,166,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,39,281263,-1,-1,37,11,29.73%,1,305,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,26,184529,-1,-1,37,11,29.73%,1,199,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,101,652911,-1,-1,37,11,29.73%,1,703,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,29,139283,-1,-1,37,11,29.73%,1,151,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,41,487149,-1,-1,37,11,29.73%,1,526,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D7_L7_CHAR,38,204693,-1,-1,37,11,29.73%,1,221,48.21428571428572,27,56,35.64356435643564,36,101,52.77777777777778,19,36,25,2,8,7
redqueen,MAGIC_D8_L8_CHAR,403,2380140,-1,-1,38,12,31.58%,1,2580,50.0,29,58,36.89320388349515,38,103,55.26315789473685,21,38,25,2,8,8
redqueen,MAGIC_D8_L8_CHAR,167,1995897,-1,-1,38,12,31.58%,1,2165,50.0,29,58,36.89320388349515,38,103,55.26315789473685,21,38,25,2,8,8
redqueen,MAGIC_D8_L8_CHAR,121,1277682,-1,-1,38,12,31.58%,1,1401,50.0,29,58,36.89320388349515,38,103,55.26315789473685,21,38,25,2,8,8
redqueen,MAGIC_D8_L8_CHAR,40,338714,-1,-1,38,12,31.58%,1,363,50.0,29,58,36.89320388349515,38,103,55.26315789473685,21,38,25,2,8,8
redqueen,MAGIC_D8_L8_CHAR,175,1497642,-1,-1,38,12,31.58%,1,1596,50.0,29,58,36.89320388349515,38,103,55.26315789473685,21,38,25,2,8,8
