fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,D,S
redqueen,MAGIC_D1_L21_CHAR,0,218,-1,-1,31,5,16.13%,1,1,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,6,2711,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,1,647,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,2,1096,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,21,8845,-1,-1,31,5,16.13%,1,11,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,5,2306,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,1,630,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,5,2246,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,5,2292,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,0,426,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,1,632,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,0,429,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,14,5791,-1,-1,31,5,16.13%,1,7,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,8,3645,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,2,1050,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,1,628,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L21_CHAR,10,4427,-1,-1,31,5,16.13%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,21
redqueen,MAGIC_D1_L51_CHAR,20,8357,-1,-1,31,5,16.13%,1,10,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,13,9060,-1,-1,31,5,16.13%,1,10,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,18,7640,-1,-1,31,5,16.13%,1,9,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,4,1985,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,2,1006,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,10,4544,-1,-1,31,5,16.13%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,9,3903,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,6,2873,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,7,3331,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,14,5982,-1,-1,31,5,16.13%,1,7,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,4,2150,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,1,844,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,8,3764,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,7,3113,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,44,18105,-1,-1,31,5,16.13%,1,21,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,8,3714,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,6,2983,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,12,5382,-1,-1,31,5,16.13%,1,7,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,7,3309,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L51_CHAR,7,3305,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,51
redqueen,MAGIC_D1_L41_CHAR,6,2717,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,0,443,-1,-1,31,5,16.13%,1,1,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,8,3415,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,1,713,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,3,1640,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,3,1631,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,10,4571,-1,-1,31,5,16.13%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,6,2874,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,31,12652,-1,-1,31,5,16.13%,1,15,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,9,3932,-1,-1,31,5,16.13%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,11,4811,-1,-1,31,5,16.13%,1,7,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,11,4875,-1,-1,31,5,16.13%,1,7,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,13,5744,-1,-1,31,5,16.13%,1,7,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,17,7230,-1,-1,31,5,16.13%,1,9,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,2,1214,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,9,4093,-1,-1,31,5,16.13%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,5,2395,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,11,4673,-1,-1,31,5,16.13%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,4,1860,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L41_CHAR,22,9098,-1,-1,31,5,16.13%,1,11,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,41
redqueen,MAGIC_D1_L11_CHAR,6,2611,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,3,1615,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,4,2130,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,0,218,-1,-1,31,5,16.13%,1,1,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,6,2813,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,1,833,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,2,1033,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,1,837,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,6,2832,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,1,830,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,7,3032,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,5,2223,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,2,1030,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,8,3617,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,1,635,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,4,2013,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,1,588,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,2,1018,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,2,1040,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L11_CHAR,2,1214,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,11
redqueen,MAGIC_D1_L71_CHAR,10,7458,-1,-1,31,5,16.13%,1,9,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,33,13525,-1,-1,31,5,16.13%,1,15,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,5,2240,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,6,3617,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,9,4096,-1,-1,31,5,16.13%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,10,9944,-1,-1,31,5,16.13%,1,11,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,29,11878,-1,-1,31,5,16.13%,1,13,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,22,11112,-1,-1,31,5,16.13%,1,13,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,5,1591,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,5,3441,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,27,13111,-1,-1,31,5,16.13%,1,15,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,3,1239,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,6,2709,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,15,9665,-1,-1,31,5,16.13%,1,12,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,30,12377,-1,-1,31,5,16.13%,1,14,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,1,406,-1,-1,31,4,12.90%,1,2,27.27272727,12,44,22.47191011,20,89,20.83333333,5,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,5,3033,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,2,1160,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,14,6631,-1,-1,31,5,16.13%,1,8,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L71_CHAR,25,13016,-1,-1,31,5,16.13%,1,15,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,71
redqueen,MAGIC_D1_L1_CHAR,0,210,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,0,210,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,0,210,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,1,601,-1,-1,31,4,12.90%,1,1,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,0,210,-1,-1,31,4,12.90%,1,1,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,1,406,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,1,386,-1,-1,31,4,12.90%,1,1,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,1,365,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,1,587,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,0,210,-1,-1,31,4,12.90%,1,1,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,1,401,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,1,610,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,0,210,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,0,210,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,0,210,-1,-1,31,4,12.90%,1,1,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,1,606,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,0,210,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,1,583,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,0,210,-1,-1,31,4,12.90%,1,1,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L1_CHAR,1,410,-1,-1,31,4,12.90%,1,2,31.81818182,14,44,24.71910112,22,89,25,6,24,25,2,8,1,1
redqueen,MAGIC_D1_L81_CHAR,7,5231,-1,-1,31,5,16.13%,1,7,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,3,1435,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,10,5233,-1,-1,31,5,16.13%,1,7,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,6,4375,-1,-1,31,5,16.13%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,33,16915,-1,-1,31,5,16.13%,1,19,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,42,21034,-1,-1,31,5,16.13%,1,24,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,4,2134,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,1,853,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,4,1757,-1,-1,31,5,16.13%,1,3,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,18,10077,-1,-1,31,5,16.13%,1,12,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,9,6325,-1,-1,31,5,16.13%,1,8,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,5,2644,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,12,5934,-1,-1,31,5,16.13%,1,8,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,6,4234,-1,-1,31,5,16.13%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,5,4115,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,7,3627,-1,-1,31,5,16.13%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,31,20393,-1,-1,31,5,16.13%,1,23,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,1,583,-1,-1,31,4,12.90%,1,2,27.27272727,12,44,22.47191011,20,89,20.83333333,5,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,4,2225,-1,-1,31,5,16.13%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
redqueen,MAGIC_D1_L81_CHAR,4,1609,-1,-1,31,5,16.13%,1,2,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
afl,MAGIC_D1_L61_CHAR,0,32065,2,1,-1,-1,0.01%,1,16,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,50190,2,1,-1,-1,0.01%,1,23,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,577,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,53433,2,1,-1,-1,0.01%,1,23,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,577,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,34926,2,1,-1,-1,0.01%,1,17,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,12897,2,1,-1,-1,0.01%,1,9,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,38016,2,1,-1,-1,0.01%,1,18,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,16927,2,1,-1,-1,0.01%,1,11,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,49638,2,1,-1,-1,0.01%,1,22,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,51348,2,1,-1,-1,0.01%,1,22,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,17896,2,1,-1,-1,0.01%,1,11,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,54904,2,1,-1,-1,0.01%,1,24,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,2,72259,2,1,-1,-1,0.01%,1,31,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,26017,2,1,-1,-1,0.01%,1,14,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,4642,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,3397,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,38139,2,1,-1,-1,0.01%,1,18,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,18521,2,1,-1,-1,0.01%,1,11,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L61_CHAR,0,12947,2,1,-1,-1,0.01%,1,9,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,61
afl,MAGIC_D1_L31_CHAR,0,3925,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,31
afl,MAGIC_D1_L31_CHAR,0,4507,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,31
afl,MAGIC_D1_L31_CHAR,0,1737,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,31
afl,MAGIC_D1_L31_CHAR,0,23735,2,1,-1,-1,0.01%,1,13,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,31
afl,MAGIC_D1_L31_CHAR,0,3573,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,31
afl,MAGIC_D1_L31_CHAR,0,5571,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,31
