fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,L
honggfuzz,MAGIC_D1_L8_STR,122,234,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
honggfuzz,MAGIC_D1_L8_STR,397,235,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
honggfuzz,MAGIC_D1_L5_STR,197,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,37,225,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,473,232,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,81,229,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,159,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,179,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,106,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,185,232,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,106,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,262,232,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,87,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,63,226,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,152,232,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,339,232,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,114,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,105,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,200,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,201,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,283,232,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L5_STR,89,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
honggfuzz,MAGIC_D1_L4_STR,477,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,187,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,360,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,79,229,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,484,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,51,224,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,328,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,292,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,38,223,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,319,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,96,229,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,179,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,190,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,147,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,136,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,618,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,220,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,147,229,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,267,231,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L4_STR,276,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
honggfuzz,MAGIC_D1_L1_STR,12562,221,-1,-1,-1,-1,-1,1,21,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,549,221,-1,-1,-1,-1,-1,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,1880,221,-1,-1,-1,-1,-1,1,3,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,321,221,-1,-1,-1,-1,-1,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,2343,221,-1,-1,-1,-1,-1,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,5498,221,-1,-1,-1,-1,-1,1,9,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,50,217,-1,-1,-1,-1,-1,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,1125,221,-1,-1,-1,-1,-1,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,3076,221,-1,-1,-1,-1,-1,1,5,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,237,221,-1,-1,-1,-1,-1,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,1761,221,-1,-1,-1,-1,-1,1,3,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,1031,221,-1,-1,-1,-1,-1,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,281,221,-1,-1,-1,-1,-1,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,996,221,-1,-1,-1,-1,-1,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,49,217,-1,-1,-1,-1,-1,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,1199,221,-1,-1,-1,-1,-1,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,6749,221,-1,-1,-1,-1,-1,1,11,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,2011,221,-1,-1,-1,-1,-1,1,3,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,461,221,-1,-1,-1,-1,-1,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L1_STR,3,200,-1,-1,-1,-1,-1,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
honggfuzz,MAGIC_D1_L3_STR,133,229,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,255,229,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,272,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,54,223,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,73,227,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,263,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,22,218,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,34,223,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,11,217,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,56,223,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,129,229,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,140,229,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,259,229,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,253,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,69,227,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,49,223,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,38,223,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,138,229,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,55,223,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
honggfuzz,MAGIC_D1_L3_STR,440,230,-1,-1,-1,-1,-1,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L6_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,415,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,406,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,400,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,409,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,415,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,414,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,412,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,406,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,420,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,408,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,414,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L6_STR,0,412,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,6
redqueen,MAGIC_D1_L10_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,410,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,406,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,418,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,399,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,405,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,414,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,419,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,405,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,404,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,384,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,408,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,411,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,417,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,389,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L10_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,10
redqueen,MAGIC_D1_L7_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,411,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,419,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,410,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,400,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,406,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,401,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,420,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,404,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,416,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,409,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,405,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,412,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,411,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,402,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L7_STR,0,411,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,7
redqueen,MAGIC_D1_L2_STR,66,26756,-1,-1,31,5,16.13%,1,31,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,0,401,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,2,1290,-1,-1,31,5,16.13%,1,3,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,319,127973,-1,-1,31,5,16.13%,1,149,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,21,8607,-1,-1,31,5,16.13%,1,10,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,226,90622,-1,-1,31,5,16.13%,1,107,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,0,404,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,27,11002,-1,-1,31,5,16.13%,1,14,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,0,396,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,0,403,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,0,402,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,426,170656,-1,-1,31,5,16.13%,1,197,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,0,406,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,324,130102,-1,-1,31,5,16.13%,1,152,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,94,37773,-1,-1,31,5,16.13%,1,44,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,44,18122,-1,-1,31,5,16.13%,1,21,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
