fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,C,D
honggfuzz,CHECKSUM_L36_C2_D1,273,696,-1,-1,-1,-1,-1,1,1,71.73913043478261,33,46,59.55056179775281,53,89,65.38461538461539,17,26,75,6,8,2,1
honggfuzz,CHECKSUM_L36_C2_D1,361,721,-1,-1,-1,-1,-1,1,1,71.73913043478261,33,46,59.55056179775281,53,89,65.38461538461539,17,26,75,6,8,2,1
honggfuzz,CHECKSUM_L36_C2_D1,569,728,-1,-1,-1,-1,-1,1,1,71.73913043478261,33,46,59.55056179775281,53,89,65.38461538461539,17,26,75,6,8,2,1
honggfuzz,CHECKSUM_L36_C2_D1,284,691,-1,-1,-1,-1,-1,1,1,52.17391304347826,24,46,43.82022471910113,39,89,42.30769230769231,11,26,50,4,8,2,1
honggfuzz,CHECKSUM_L36_C2_D1,474,691,-1,-1,-1,-1,-1,1,1,52.17391304347826,24,46,43.82022471910113,39,89,42.30769230769231,11,26,50,4,8,2,1
honggfuzz,CHECKSUM_L36_C2_D1,577,722,-1,-1,-1,-1,-1,1,1,71.73913043478261,33,46,59.55056179775281,53,89,65.38461538461539,17,26,75,6,8,2,1
honggfuzz,CHECKSUM_L36_C2_D1,201,686,-1,-1,-1,-1,-1,1,1,52.17391304347826,24,46,43.82022471910113,39,89,42.30769230769231,11,26,50,4,8,2,1
honggfuzz,CHECKSUM_L36_C2_D1,383,691,-1,-1,-1,-1,-1,1,1,52.17391304347826,24,46,43.82022471910113,39,89,42.30769230769231,11,26,50,4,8,2,1
honggfuzz,CHECKSUM_L36_C2_D1,198,716,-1,-1,-1,-1,-1,1,1,71.73913043478261,33,46,59.55056179775281,53,89,65.38461538461539,17,26,75,6,8,2,1
honggfuzz,CHECKSUM_L60_C6_D1,916,1089,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,398,1089,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,517,1090,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,432,1089,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,573,1114,-1,-1,-1,-1,-1,1,1,87.03703703703704,47,54,75.28089887640449,67,89,70.58823529411765,24,34,100,8,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,603,1146,-1,-1,-1,-1,-1,1,1,88.88888888888889,48,54,75.28089887640449,67,89,79.41176470588235,27,34,100,8,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,1107,1149,-1,-1,-1,-1,-1,1,2,88.88888888888889,48,54,75.28089887640449,67,89,79.41176470588235,27,34,100,8,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,589,1089,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,294,1089,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,310,1105,-1,-1,-1,-1,-1,1,1,68.51851851851852,37,54,59.55056179775281,53,89,50.0,17,34,75,6,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,333,1089,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,340,1142,-1,-1,-1,-1,-1,1,1,88.88888888888889,48,54,75.28089887640449,67,89,76.47058823529412,26,34,100,8,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,351,1154,-1,-1,-1,-1,-1,1,1,88.88888888888889,48,54,75.28089887640449,67,89,79.41176470588235,27,34,100,8,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,382,1125,-1,-1,-1,-1,-1,1,1,85.18518518518519,46,54,75.28089887640449,67,89,67.64705882352942,23,34,100,8,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,868,1089,-1,-1,-1,-1,-1,1,2,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,851,1126,-1,-1,-1,-1,-1,1,1,68.51851851851852,37,54,59.55056179775281,53,89,50.0,17,34,75,6,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,485,1089,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,213,1084,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,406,1079,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L60_C6_D1,505,1089,-1,-1,-1,-1,-1,1,1,51.85185185185185,28,54,43.82022471910113,39,89,32.35294117647059,11,34,50,4,8,6,1
honggfuzz,CHECKSUM_L52_C5_D1,223,1019,-1,-1,-1,-1,-1,1,1,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,322,1019,-1,-1,-1,-1,-1,1,1,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,960,1025,-1,-1,-1,-1,-1,1,2,69.23076923076923,36,52,59.55056179775281,53,89,53.125,17,32,75,6,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,606,1030,-1,-1,-1,-1,-1,1,1,69.23076923076923,36,52,59.55056179775281,53,89,53.125,17,32,75,6,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,396,1019,-1,-1,-1,-1,-1,1,1,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,486,1035,-1,-1,-1,-1,-1,1,1,69.23076923076923,36,52,59.55056179775281,53,89,53.125,17,32,75,6,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,778,1019,-1,-1,-1,-1,-1,1,2,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,292,1051,-1,-1,-1,-1,-1,1,1,90.3846153846154,47,52,75.28089887640449,67,89,78.125,25,32,100,8,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,403,1029,-1,-1,-1,-1,-1,1,1,69.23076923076923,36,52,59.55056179775281,53,89,53.125,17,32,75,6,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,967,1057,-1,-1,-1,-1,-1,1,1,69.23076923076923,36,52,59.55056179775281,53,89,53.125,17,32,75,6,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,1381,1019,-1,-1,-1,-1,-1,1,3,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,526,1054,-1,-1,-1,-1,-1,1,1,88.46153846153845,46,52,75.28089887640449,67,89,75.0,24,32,100,8,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,828,1019,-1,-1,-1,-1,-1,1,1,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,1064,1058,-1,-1,-1,-1,-1,1,2,90.3846153846154,47,52,75.28089887640449,67,89,78.125,25,32,100,8,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,267,988,-1,-1,-1,-1,-1,1,1,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,73,988,-1,-1,-1,-1,-1,1,1,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,1148,1019,-1,-1,-1,-1,-1,1,3,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,434,1054,-1,-1,-1,-1,-1,1,2,90.3846153846154,47,52,75.28089887640449,67,89,75.0,24,32,100,8,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,500,1019,-1,-1,-1,-1,-1,1,1,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L52_C5_D1,273,1019,-1,-1,-1,-1,-1,1,1,51.92307692307693,27,52,43.82022471910113,39,89,34.375,11,32,50,4,8,5,1
honggfuzz,CHECKSUM_L46_C1_D4,478,956,-1,-1,-1,-1,-1,1,1,66.0,33,50,56.84210526315789,54,95,56.66666666666666,17,30,75,6,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,377,993,-1,-1,-1,-1,-1,1,1,90.0,45,50,75.78947368421053,72,95,80.0,24,30,100,8,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,715,951,-1,-1,-1,-1,-1,1,2,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,382,951,-1,-1,-1,-1,-1,1,1,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,258,969,-1,-1,-1,-1,-1,1,1,90.0,45,50,75.78947368421053,72,95,80.0,24,30,100,8,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,700,963,-1,-1,-1,-1,-1,1,1,90.0,45,50,75.78947368421053,72,95,76.66666666666667,23,30,100,8,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,696,951,-1,-1,-1,-1,-1,1,1,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,269,939,-1,-1,-1,-1,-1,1,1,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,274,975,-1,-1,-1,-1,-1,1,1,66.0,33,50,56.84210526315789,54,95,56.66666666666666,17,30,75,6,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,281,951,-1,-1,-1,-1,-1,1,1,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,1401,951,-1,-1,-1,-1,-1,1,3,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,414,992,-1,-1,-1,-1,-1,1,1,66.0,33,50,56.84210526315789,54,95,56.66666666666666,17,30,75,6,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,637,951,-1,-1,-1,-1,-1,1,1,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,591,951,-1,-1,-1,-1,-1,1,1,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,232,986,-1,-1,-1,-1,-1,1,1,90.0,45,50,75.78947368421053,72,95,83.33333333333334,25,30,100,8,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,319,951,-1,-1,-1,-1,-1,1,1,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,339,1012,-1,-1,-1,-1,-1,1,1,90.0,45,50,75.78947368421053,72,95,80.0,24,30,100,8,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,846,975,-1,-1,-1,-1,-1,1,2,66.0,33,50,56.84210526315789,54,95,56.66666666666666,17,30,75,6,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,584,951,-1,-1,-1,-1,-1,1,1,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L46_C1_D4,280,946,-1,-1,-1,-1,-1,1,1,46.0,23,50,41.05263157894737,39,95,36.66666666666666,11,30,50,4,8,1,4
honggfuzz,CHECKSUM_L84_C10_D1,317,1339,-1,-1,-1,-1,-1,1,1,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,1237,1384,-1,-1,-1,-1,-1,1,2,66.12903225806451,41,62,59.55056179775281,53,89,40.47619047619048,17,42,75,6,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,332,1349,-1,-1,-1,-1,-1,1,1,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,296,1349,-1,-1,-1,-1,-1,1,1,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,930,1349,-1,-1,-1,-1,-1,1,2,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,323,1344,-1,-1,-1,-1,-1,1,1,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,542,1349,-1,-1,-1,-1,-1,1,1,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,414,1374,-1,-1,-1,-1,-1,1,1,66.12903225806451,41,62,59.55056179775281,53,89,40.47619047619048,17,42,75,6,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,1123,1349,-1,-1,-1,-1,-1,1,2,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,1212,1349,-1,-1,-1,-1,-1,1,2,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,704,1349,-1,-1,-1,-1,-1,1,1,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,252,1355,-1,-1,-1,-1,-1,1,1,66.12903225806451,41,62,59.55056179775281,53,89,40.47619047619048,17,42,75,6,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,431,1349,-1,-1,-1,-1,-1,1,1,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,277,1363,-1,-1,-1,-1,-1,1,1,66.12903225806451,41,62,59.55056179775281,53,89,40.47619047619048,17,42,75,6,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,899,1349,-1,-1,-1,-1,-1,1,1,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,1054,1369,-1,-1,-1,-1,-1,1,2,87.09677419354838,54,62,75.28089887640449,67,89,64.28571428571429,27,42,100,8,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,1148,1372,-1,-1,-1,-1,-1,1,2,80.64516129032258,50,62,75.28089887640449,67,89,54.761904761904766,23,42,100,8,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,401,1349,-1,-1,-1,-1,-1,1,1,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,796,1384,-1,-1,-1,-1,-1,1,2,66.12903225806451,41,62,59.55056179775281,53,89,40.47619047619048,17,42,75,6,8,10,1
honggfuzz,CHECKSUM_L84_C10_D1,475,1349,-1,-1,-1,-1,-1,1,1,51.61290322580645,32,62,43.82022471910113,39,89,26.190476190476197,11,42,50,4,8,10,1
honggfuzz,CHECKSUM_L64_C7_D1,665,1153,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,337,1153,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,389,1204,-1,-1,-1,-1,-1,1,1,91.07142857142856,51,56,75.28089887640449,67,89,72.22222222222221,26,36,100,8,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,1168,1189,-1,-1,-1,-1,-1,1,2,67.85714285714286,38,56,59.55056179775281,53,89,47.22222222222222,17,36,75,6,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,310,1152,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,127,1151,-1,-1,-1,-1,-1,1,2,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,132,1123,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,1038,1178,-1,-1,-1,-1,-1,1,2,67.85714285714286,38,56,59.55056179775281,53,89,47.22222222222222,17,36,75,6,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,971,1152,-1,-1,-1,-1,-1,1,2,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,509,1152,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,468,1184,-1,-1,-1,-1,-1,1,1,67.85714285714286,38,56,59.55056179775281,53,89,47.22222222222222,17,36,75,6,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,395,1187,-1,-1,-1,-1,-1,1,1,91.07142857142856,51,56,75.28089887640449,67,89,75.0,27,36,100,8,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,186,1152,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,625,1152,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,307,1152,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,531,1198,-1,-1,-1,-1,-1,1,1,85.71428571428571,48,56,75.28089887640449,67,89,66.66666666666666,24,36,100,8,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,568,1153,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,649,1178,-1,-1,-1,-1,-1,1,1,67.85714285714286,38,56,59.55056179775281,53,89,47.22222222222222,17,36,75,6,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,314,1152,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L64_C7_D1,157,1142,-1,-1,-1,-1,-1,1,1,51.78571428571429,29,56,43.82022471910113,39,89,30.55555555555556,11,36,50,4,8,7,1
honggfuzz,CHECKSUM_L78_C9_D1,582,1285,-1,-1,-1,-1,-1,1,1,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,475,1285,-1,-1,-1,-1,-1,1,1,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,207,1285,-1,-1,-1,-1,-1,1,1,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,278,1285,-1,-1,-1,-1,-1,1,1,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,667,1280,-1,-1,-1,-1,-1,1,1,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,1410,1340,-1,-1,-1,-1,-1,1,3,90.0,54,60,75.28089887640449,67,89,75.0,30,40,100,8,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,783,1355,-1,-1,-1,-1,-1,1,2,90.0,54,60,75.28089887640449,67,89,80.0,32,40,100,8,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,357,1285,-1,-1,-1,-1,-1,1,1,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,342,1285,-1,-1,-1,-1,-1,1,1,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,603,1277,-1,-1,-1,-1,-1,1,1,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,775,1285,-1,-1,-1,-1,-1,1,2,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,887,1285,-1,-1,-1,-1,-1,1,2,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,440,1291,-1,-1,-1,-1,-1,1,1,66.66666666666666,40,60,59.55056179775281,53,89,42.5,17,40,75,6,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,568,1306,-1,-1,-1,-1,-1,1,1,66.66666666666666,40,60,59.55056179775281,53,89,42.5,17,40,75,6,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,478,1285,-1,-1,-1,-1,-1,1,1,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,1129,1285,-1,-1,-1,-1,-1,1,2,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,617,1335,-1,-1,-1,-1,-1,1,1,90.0,54,60,75.28089887640449,67,89,72.5,29,40,100,8,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,825,1285,-1,-1,-1,-1,-1,1,2,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,192,1259,-1,-1,-1,-1,-1,1,1,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L78_C9_D1,1245,1285,-1,-1,-1,-1,-1,1,3,51.66666666666667,31,60,43.82022471910113,39,89,27.500000000000004,11,40,50,4,8,9,1
honggfuzz,CHECKSUM_L42_C1_D3,647,924,-1,-1,-1,-1,-1,1,1,68.75,33,48,58.06451612903226,54,93,60.71428571428571,17,28,75,6,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,429,887,-1,-1,-1,-1,-1,1,1,47.91666666666667,23,48,41.935483870967744,39,93,39.285714285714285,11,28,50,4,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,259,887,-1,-1,-1,-1,-1,1,1,47.91666666666667,23,48,41.935483870967744,39,93,39.285714285714285,11,28,50,4,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,190,882,-1,-1,-1,-1,-1,1,1,47.91666666666667,23,48,41.935483870967744,39,93,39.285714285714285,11,28,50,4,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,535,918,-1,-1,-1,-1,-1,1,1,68.75,33,48,58.06451612903226,54,93,60.71428571428571,17,28,75,6,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,618,887,-1,-1,-1,-1,-1,1,1,47.91666666666667,23,48,41.935483870967744,39,93,39.285714285714285,11,28,50,4,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,506,918,-1,-1,-1,-1,-1,1,1,68.75,33,48,58.06451612903226,54,93,60.71428571428571,17,28,75,6,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,274,888,-1,-1,-1,-1,-1,1,1,47.91666666666667,23,48,41.935483870967744,39,93,39.285714285714285,11,28,50,4,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,491,923,-1,-1,-1,-1,-1,1,1,68.75,33,48,58.06451612903226,54,93,60.71428571428571,17,28,75,6,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,144,882,-1,-1,-1,-1,-1,1,1,47.91666666666667,23,48,41.935483870967744,39,93,39.285714285714285,11,28,50,4,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,375,912,-1,-1,-1,-1,-1,1,1,89.58333333333334,43,48,75.26881720430107,70,93,78.57142857142857,22,28,100,8,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,362,895,-1,-1,-1,-1,-1,1,1,68.75,33,48,58.06451612903226,54,93,60.71428571428571,17,28,75,6,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,287,888,-1,-1,-1,-1,-1,1,1,47.91666666666667,23,48,41.935483870967744,39,93,39.285714285714285,11,28,50,4,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,183,912,-1,-1,-1,-1,-1,1,1,68.75,33,48,58.06451612903226,54,93,60.71428571428571,17,28,75,6,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,438,929,-1,-1,-1,-1,-1,1,1,68.75,33,48,58.06451612903226,54,93,60.71428571428571,17,28,75,6,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,418,900,-1,-1,-1,-1,-1,1,1,68.75,33,48,58.06451612903226,54,93,60.71428571428571,17,28,75,6,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,630,924,-1,-1,-1,-1,-1,1,1,68.75,33,48,58.06451612903226,54,93,60.71428571428571,17,28,75,6,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,1168,924,-1,-1,-1,-1,-1,1,2,68.75,33,48,58.06451612903226,54,93,60.71428571428571,17,28,75,6,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,203,882,-1,-1,-1,-1,-1,1,1,47.91666666666667,23,48,41.935483870967744,39,93,39.285714285714285,11,28,50,4,8,1,3
honggfuzz,CHECKSUM_L42_C1_D3,314,887,-1,-1,-1,-1,-1,1,1,47.91666666666667,23,48,41.935483870967744,39,93,39.285714285714285,11,28,50,4,8,1,3
honggfuzz,CHECKSUM_L46_C4_D1,290,951,-1,-1,-1,-1,-1,1,1,52.0,26,50,43.82022471910113,39,89,36.66666666666666,11,30,50,4,8,4,1
