fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,W,weight
afl,COMWE_W5_D10_B1,0,1730,52,51,-1,-1,0.05%,3,5,6.284418529,194,3087,6.47499396,268,4139,5.739299611,118,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1620,51,50,-1,-1,0.05%,2,5,5.76611597,178,3087,5.895143755,244,4139,5.30155642,109,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1112,32,31,-1,-1,0.05%,1,4,4.308390023,133,3087,4.421357816,183,4139,3.891050584,80,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1218,37,36,-1,-1,0.05%,1,5,4.340783933,134,3087,4.469678666,185,4139,3.939688716,81,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1099,29,28,-1,-1,0.05%,1,4,3.595724004,111,3087,3.720705484,154,4139,3.210116732,66,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1208,35,34,-1,-1,0.05%,2,4,4.729510852,146,3087,4.880405895,202,4139,4.23151751,87,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1773,52,51,-1,-1,0.05%,4,4,6.316812439,195,3087,6.47499396,268,4139,5.787937743,119,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1808,55,54,-1,-1,0.05%,2,5,6.187236799,191,3087,6.281710558,260,4139,5.787937743,119,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1714,50,49,-1,-1,0.05%,2,5,5.92808552,183,3087,6.136748007,254,4139,5.447470817,112,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1161,36,35,-1,-1,0.05%,1,5,4.599935212,142,3087,4.735443344,196,4139,4.134241245,85,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1133,33,32,-1,-1,0.05%,2,5,4.243602203,131,3087,4.324716115,179,4139,3.793774319,78,2056,100,3,3,5,0.0000001024
afl,COMWE_W5_D10_B1,0,1314,41,40,-1,-1,0.05%,1,5,5.150631681,159,3087,5.339453974,221,4139,4.6692607,96,2056,100,3,3,5,0.0000001024
afl,COMWE_W2_D10_B1,0,3825,357,356,-1,-1,0.04%,1,5,54.51895044,1683,3087,53.37037932,2209,4139,49.41634241,1016,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,4439,418,417,-1,-1,0.04%,2,6,61.71039845,1905,3087,60.20777966,2492,4139,56.37159533,1159,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3439,316,315,-1,-1,0.04%,1,5,49.33592485,1523,3087,48.00676492,1987,4139,44.60116732,917,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3224,295,294,-1,-1,0.04%,2,6,46.93877551,1449,3087,45.83232665,1897,4139,42.26653696,869,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3409,315,314,-1,-1,0.04%,1,5,49.75704568,1536,3087,48.465813,2006,4139,44.89299611,923,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,2929,263,262,-1,-1,0.04%,1,5,41.56138646,1283,3087,40.66199565,1683,4139,37.5,771,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3497,323,322,-1,-1,0.04%,2,6,51.11758989,1578,3087,49.74631554,2059,4139,46.06031128,947,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,4054,379,378,-1,-1,0.04%,1,5,57.56397797,1777,3087,56.26963035,2329,4139,52.33463035,1076,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3516,324,323,-1,-1,0.04%,1,6,50.40492387,1556,3087,49.02150278,2029,4139,45.57392996,937,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3488,323,322,-1,-1,0.04%,1,5,50.1781665,1549,3087,48.97318193,2027,4139,45.37937743,933,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3568,330,329,-1,-1,0.04%,1,5,50.98801425,1574,3087,49.84295724,2063,4139,46.10894942,948,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3790,353,352,-1,-1,0.04%,1,6,54.16261743,1672,3087,52.62140614,2178,4139,49.12451362,1010,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,4138,390,389,-1,-1,0.04%,2,5,59.44282475,1835,3087,57.67093501,2387,4139,53.98832685,1110,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3629,337,336,-1,-1,0.04%,1,5,52.7696793,1629,3087,51.38922445,2127,4139,47.66536965,980,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3730,346,345,-1,-1,0.04%,1,5,53.0936184,1639,3087,51.58250785,2135,4139,48.10311284,989,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3049,276,275,-1,-1,0.04%,1,5,43.56980888,1345,3087,42.59482967,1763,4139,39.29961089,808,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,4314,406,405,-1,-1,0.04%,1,5,59.70197603,1843,3087,58.00918096,2401,4139,54.57198444,1122,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3586,334,333,-1,-1,0.04%,1,5,51.63589245,1594,3087,50.44696787,2088,4139,46.692607,960,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3556,329,328,-1,-1,0.04%,1,5,51.40913508,1587,3087,50.42280744,2087,4139,46.44941634,955,2056,100,3,3,2,0.0009765625
afl,COMWE_W2_D10_B1,0,3610,334,333,-1,-1,0.04%,1,6,52.05701328,1607,3087,50.49528872,2090,4139,47.08171206,968,2056,100,3,3,2,0.0009765625
afl,COMWE_W3_D10_B1,0,1713,95,94,-1,-1,0.04%,1,5,13.73501782,424,3087,13.8922445,575,4139,12.45136187,256,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,2413,145,144,-1,-1,0.04%,3,5,21.1856171,654,3087,21.43029717,887,4139,19.26070039,396,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1822,102,101,-1,-1,0.04%,2,5,14.70683511,454,3087,14.78618024,612,4139,13.32684825,274,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1318,59,58,-1,-1,0.04%,1,4,8.551992225,264,3087,8.576950954,355,4139,7.684824903,158,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1742,97,96,-1,-1,0.04%,2,4,14.57725948,450,3087,14.73785939,610,4139,13.18093385,271,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1836,102,101,-1,-1,0.04%,2,5,15.19274376,469,3087,15.26938874,632,4139,13.71595331,282,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1679,91,90,-1,-1,0.04%,1,5,14.09135083,435,3087,14.20633003,588,4139,12.6459144,260,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1796,101,100,-1,-1,0.04%,1,4,16.16456106,499,3087,16.1874849,670,4139,14.44552529,297,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1780,99,98,-1,-1,0.04%,1,5,14.22092647,439,3087,14.27881131,591,4139,12.84046693,264,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1847,103,102,-1,-1,0.04%,1,4,15.25753158,471,3087,15.26938874,632,4139,13.81322957,284,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1669,92,91,-1,-1,0.04%,1,5,14.02656301,433,3087,14.08552791,583,4139,12.59727626,259,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1706,92,91,-1,-1,0.04%,1,4,14.02656301,433,3087,14.15800918,586,4139,12.59727626,259,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,2396,135,134,-1,-1,0.04%,2,5,19.66310334,607,3087,19.98067166,827,4139,17.94747082,369,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1829,104,103,-1,-1,0.04%,2,4,15.84062196,489,3087,15.92172022,659,4139,14.29961089,294,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,2242,128,127,-1,-1,0.04%,1,5,17.88143829,552,3087,18.12031892,750,4139,16.34241245,336,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1753,97,96,-1,-1,0.04%,2,4,13.83219955,427,3087,13.7956028,571,4139,12.54863813,258,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1783,100,99,-1,-1,0.04%,1,5,14.70683511,454,3087,14.78618024,612,4139,13.27821012,273,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1725,95,94,-1,-1,0.04%,2,4,13.86459346,428,3087,14.01304663,580,4139,12.54863813,258,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1814,103,102,-1,-1,0.04%,1,5,15.80822805,488,3087,15.84923895,656,4139,14.25097276,293,2056,100,3,3,3,0.00001693508781
afl,COMWE_W3_D10_B1,0,1813,102,101,-1,-1,0.04%,1,4,15.12795594,467,3087,15.22106789,630,4139,13.61867704,280,2056,100,3,3,3,0.00001693508781
afl,COMWE_W4_D10_B1,0,1658,62,61,-1,-1,0.05%,2,5,8.195659216,253,3087,8.407827978,348,4139,7.490272374,154,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1151,35,34,-1,-1,0.05%,1,4,5.377389051,166,3087,5.556897801,230,4139,4.766536965,98,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1157,37,36,-1,-1,0.05%,1,5,5.63654033,174,3087,5.750181203,238,4139,5.009727626,103,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1688,68,67,-1,-1,0.05%,2,5,8.778749595,271,3087,8.915196907,369,4139,8.025291829,165,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1087,31,30,-1,-1,0.05%,1,5,3.984450923,123,3087,4.010630587,166,4139,3.501945525,72,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1760,70,69,-1,-1,0.05%,3,4,8.616780045,266,3087,8.794394781,364,4139,7.928015564,163,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1162,37,36,-1,-1,0.05%,1,4,5.183025591,160,3087,5.315293549,220,4139,4.620622568,95,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1636,62,61,-1,-1,0.05%,1,5,7.871720117,243,3087,8.069582025,334,4139,7.247081712,149,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1737,68,67,-1,-1,0.05%,2,5,9.426627794,291,3087,9.640009664,399,4139,8.608949416,177,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1668,63,62,-1,-1,0.05%,1,5,8.325234856,257,3087,8.504469679,352,4139,7.587548638,156,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1238,42,41,-1,-1,0.05%,2,5,5.60414642,173,3087,5.653539502,234,4139,5.058365759,104,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1151,36,35,-1,-1,0.05%,2,5,4.761904762,147,3087,4.807924619,199,4139,4.23151751,87,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1632,68,67,-1,-1,0.05%,1,5,8.390022676,259,3087,8.625271805,357,4139,7.733463035,159,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1791,71,70,-1,-1,0.05%,1,5,9.005506965,278,3087,9.180961585,380,4139,8.26848249,170,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1101,33,32,-1,-1,0.05%,1,4,4.988662132,154,3087,5.097849722,211,4139,4.377431907,90,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1197,40,39,-1,-1,0.05%,1,4,5.92808552,183,3087,6.015945881,249,4139,5.252918288,108,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1611,64,63,-1,-1,0.05%,1,4,8.260447036,255,3087,8.431988403,349,4139,7.587548638,156,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1674,68,67,-1,-1,0.05%,2,4,8.713961775,269,3087,8.915196907,369,4139,8.025291829,165,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1641,59,58,-1,-1,0.05%,2,4,7.709750567,238,3087,7.900459048,327,4139,7.003891051,144,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W4_D10_B1,0,1157,38,37,-1,-1,0.05%,1,4,5.377389051,166,3087,5.508576951,228,4139,4.766536965,98,2056,100,3,3,4,0.0000009536743164
afl,COMWE_W9_D10_B1,0,1118,22,21,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1062,20,19,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1187,25,24,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1048,20,19,-1,-1,0.05%,1,5,1.101392938,34,3087,1.135539986,47,4139,0.7782101167,16,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1677,30,29,-1,-1,0.05%,2,5,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1170,24,23,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1110,20,19,-1,-1,0.05%,2,4,1.101392938,34,3087,1.135539986,47,4139,0.7782101167,16,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1121,22,21,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1095,25,24,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1170,23,22,-1,-1,0.05%,1,5,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1171,24,23,-1,-1,0.05%,2,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1134,24,23,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1110,21,20,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1141,23,22,-1,-1,0.05%,2,4,1.101392938,34,3087,1.135539986,47,4139,0.7782101167,16,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1145,22,21,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1102,20,19,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1103,23,22,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1142,25,24,-1,-1,0.05%,1,5,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1118,22,21,-1,-1,0.05%,2,5,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W9_D10_B1,0,1162,22,21,-1,-1,0.05%,1,4,1.198574668,37,3087,1.232181686,51,4139,0.8754863813,18,2056,100,3,3,9,0.0000000002867971991
afl,COMWE_W7_D10_B1,0,1722,36,35,-1,-1,0.05%,1,5,3.595724004,111,3087,3.720705484,154,4139,3.258754864,67,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1643,36,35,-1,-1,0.05%,2,4,3.952057013,122,3087,4.083111863,169,4139,3.550583658,73,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1587,34,33,-1,-1,0.05%,2,5,3.854875283,119,3087,3.938149311,163,4139,3.453307393,71,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1123,26,25,-1,-1,0.05%,1,4,3.304178814,102,3087,3.430780382,142,4139,2.918287938,60,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1652,32,31,-1,-1,0.05%,4,5,3.498542274,108,3087,3.624063784,150,4139,3.161478599,65,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1059,21,20,-1,-1,0.05%,1,4,2.688694525,83,3087,2.802609326,116,4139,2.33463035,48,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1499,31,30,-1,-1,0.05%,2,5,3.368966634,104,3087,3.479101232,144,4139,3.015564202,62,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1553,35,34,-1,-1,0.05%,2,5,4.081632653,126,3087,4.203913989,174,4139,3.647859922,75,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1083,26,25,-1,-1,0.05%,1,5,3.142209265,97,3087,3.23749698,134,4139,2.772373541,57,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1062,24,23,-1,-1,0.05%,1,4,2.915451895,90,3087,3.020053153,125,4139,2.529182879,52,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1536,38,37,-1,-1,0.05%,2,4,3.952057013,122,3087,4.058951438,168,4139,3.59922179,74,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1053,21,20,-1,-1,0.05%,1,5,2.623906706,81,3087,2.754288475,114,4139,2.237354086,46,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1117,28,27,-1,-1,0.05%,1,5,3.174603175,98,3087,3.261657405,135,4139,2.821011673,58,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1561,36,35,-1,-1,0.05%,3,5,3.530936184,109,3087,3.599903358,149,4139,3.210116732,66,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1088,23,22,-1,-1,0.05%,1,4,2.980239715,92,3087,3.140855279,130,4139,2.577821012,53,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1059,20,19,-1,-1,0.05%,1,4,2.429543246,75,3087,2.536844648,105,4139,2.091439689,43,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1537,33,32,-1,-1,0.05%,2,4,3.790087464,117,3087,3.938149311,163,4139,3.404669261,70,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1148,24,23,-1,-1,0.05%,1,5,3.109815355,96,3087,3.23749698,134,4139,2.675097276,55,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1091,20,19,-1,-1,0.05%,1,4,2.526724976,78,3087,2.633486349,109,4139,2.188715953,45,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W7_D10_B1,0,1178,24,23,-1,-1,0.05%,2,4,3.077421445,95,3087,3.23749698,134,4139,2.675097276,55,2056,100,3,3,7,0.000000003540133175
afl,COMWE_W6_D10_B1,0,1683,41,40,-1,-1,0.05%,2,5,4.567541302,141,3087,4.711282919,195,4139,4.134241245,85,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1099,26,25,-1,-1,0.05%,1,5,3.401360544,105,3087,3.503261657,145,4139,2.918287938,60,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1094,24,23,-1,-1,0.05%,1,4,3.109815355,96,3087,3.23749698,134,4139,2.723735409,56,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1651,37,36,-1,-1,0.05%,2,5,4.373177843,135,3087,4.542159942,188,4139,3.939688716,81,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1618,38,37,-1,-1,0.05%,2,4,4.146420473,128,3087,4.276395265,177,4139,3.745136187,77,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1576,39,38,-1,-1,0.05%,2,5,4.308390023,133,3087,4.445518241,184,4139,3.939688716,81,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1109,25,24,-1,-1,0.05%,1,4,3.109815355,96,3087,3.23749698,134,4139,2.675097276,55,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1626,41,40,-1,-1,0.05%,2,5,4.761904762,147,3087,4.90456632,203,4139,4.280155642,88,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1704,38,37,-1,-1,0.05%,3,5,4.308390023,133,3087,4.445518241,184,4139,3.891050584,80,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1136,26,25,-1,-1,0.05%,2,5,3.336572724,103,3087,3.503261657,145,4139,2.918287938,60,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1177,29,28,-1,-1,0.05%,1,5,3.563330094,110,3087,3.672384634,152,4139,3.112840467,64,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1182,27,26,-1,-1,0.05%,1,5,4.146420473,128,3087,4.34887654,180,4139,3.59922179,74,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1142,25,24,-1,-1,0.05%,2,5,3.530936184,109,3087,3.672384634,152,4139,3.064202335,63,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1103,23,22,-1,-1,0.05%,1,4,3.206997085,99,3087,3.358299106,139,4139,2.772373541,57,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1122,26,25,-1,-1,0.05%,1,4,3.304178814,102,3087,3.430780382,142,4139,2.918287938,60,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1561,38,37,-1,-1,0.05%,1,4,4.470359572,138,3087,4.566320367,189,4139,4.036964981,83,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1201,32,31,-1,-1,0.05%,1,4,3.854875283,119,3087,4.034791012,167,4139,3.356031128,69,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1145,27,26,-1,-1,0.05%,1,4,3.628117914,112,3087,3.74486591,155,4139,3.161478599,65,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1619,40,39,-1,-1,0.05%,2,5,4.599935212,142,3087,4.711282919,195,4139,4.182879377,86,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W6_D10_B1,0,1111,24,23,-1,-1,0.05%,1,4,3.336572724,103,3087,3.503261657,145,4139,2.918287938,60,2056,100,3,3,6,0.00000001653817169
afl,COMWE_W8_D10_B1,0,1091,21,20,-1,-1,0.05%,1,4,2.461937156,76,3087,2.561005074,106,4139,2.140077821,44,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1559,33,32,-1,-1,0.05%,2,5,3.466148364,107,3087,3.575742933,148,4139,3.161478599,65,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1041,21,20,-1,-1,0.05%,2,4,2.656300615,82,3087,2.73012805,113,4139,2.285992218,47,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1628,29,28,-1,-1,0.05%,2,5,3.498542274,108,3087,3.575742933,148,4139,3.161478599,65,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1103,24,23,-1,-1,0.05%,2,5,2.526724976,78,3087,2.633486349,109,4139,2.188715953,45,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1078,22,21,-1,-1,0.05%,1,5,2.235179786,69,3087,2.319400821,96,4139,1.945525292,40,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1671,32,31,-1,-1,0.05%,3,4,3.498542274,108,3087,3.599903358,149,4139,3.161478599,65,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1034,20,19,-1,-1,0.05%,2,4,2.202785876,68,3087,2.295240396,95,4139,1.89688716,39,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1102,25,24,-1,-1,0.05%,1,4,2.559118886,79,3087,2.6818072,111,4139,2.237354086,46,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1606,30,29,-1,-1,0.05%,2,5,3.271784904,101,3087,3.358299106,139,4139,2.918287938,60,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1652,32,31,-1,-1,0.05%,2,5,3.466148364,107,3087,3.599903358,149,4139,3.112840467,64,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1644,31,30,-1,-1,0.05%,3,4,3.466148364,107,3087,3.575742933,148,4139,3.112840467,64,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1636,30,29,-1,-1,0.05%,2,4,3.466148364,107,3087,3.575742933,148,4139,3.112840467,64,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1075,24,23,-1,-1,0.05%,1,4,3.012633625,93,3087,3.140855279,130,4139,2.626459144,54,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1064,22,21,-1,-1,0.05%,1,4,2.656300615,82,3087,2.778448901,115,4139,2.285992218,47,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,990,19,18,-1,-1,0.05%,1,4,2.397149336,74,3087,2.440202948,101,4139,2.042801556,42,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1164,26,25,-1,-1,0.05%,1,5,2.656300615,82,3087,2.754288475,114,4139,2.33463035,48,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1682,31,30,-1,-1,0.05%,1,5,3.368966634,104,3087,3.479101232,144,4139,3.015564202,62,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1073,23,22,-1,-1,0.05%,1,5,2.526724976,78,3087,2.633486349,109,4139,2.188715953,45,2056,100,3,3,8,0.0000000009313225746
afl,COMWE_W8_D10_B1,0,1105,23,22,-1,-1,0.05%,2,4,2.785876255,86,3087,2.875090602,119,4139,2.431906615,50,2056,100,3,3,8,0.0000000009313225746
